,Pclass,Sex,Age,SibSp,Parch,Survived
830,3,1,15.0,1,0,1
831,2,0,0.83,1,1,1
832,3,0,29.69911764705882,0,0,0
833,3,0,23.0,0,0,0
834,3,0,18.0,0,0,0
835,1,1,39.0,1,1,1
836,3,0,21.0,0,0,0
837,3,0,29.69911764705882,0,0,0
838,3,0,32.0,0,0,1
839,1,0,29.69911764705882,0,0,1
840,3,0,20.0,0,0,0
841,2,0,16.0,0,0,0
842,1,1,30.0,0,0,1
843,3,0,34.5,0,0,0
844,3,0,17.0,0,0,0
845,3,0,42.0,0,0,0
846,3,0,29.69911764705882,8,2,0
847,3,0,35.0,0,0,0
848,2,0,28.0,0,1,0
849,1,1,29.69911764705882,1,0,1
850,3,0,4.0,4,2,0
851,3,0,74.0,0,0,0
852,3,1,9.0,1,1,0
853,1,1,16.0,0,1,1
854,2,1,44.0,1,0,0
855,3,1,18.0,0,1,1
856,1,1,45.0,1,1,1
857,1,0,51.0,0,0,1
858,3,1,24.0,0,3,1
859,3,0,29.69911764705882,0,0,0
860,3,0,41.0,2,0,0
861,2,0,21.0,1,0,0
862,1,1,48.0,0,0,1
863,3,1,29.69911764705882,8,2,0
864,2,0,24.0,0,0,0
865,2,1,42.0,0,0,1
866,2,1,27.0,1,0,1
867,1,0,31.0,0,0,0
868,3,0,29.69911764705882,0,0,0
869,3,0,4.0,1,1,1
870,3,0,26.0,0,0,0
871,1,1,47.0,1,1,1
872,1,0,33.0,0,0,0
873,3,0,47.0,0,0,0
874,2,1,28.0,1,0,1
875,3,1,15.0,0,0,1
876,3,0,20.0,0,0,0
877,3,0,19.0,0,0,0
878,3,0,29.69911764705882,0,0,0
879,1,1,56.0,0,1,1
880,2,1,25.0,0,1,1
881,3,0,33.0,0,0,0
882,3,1,22.0,0,0,0
883,2,0,28.0,0,0,0
884,3,0,25.0,0,0,0
885,3,1,39.0,0,5,0
886,2,0,27.0,0,0,0
887,1,1,19.0,0,0,1
888,3,1,29.69911764705882,1,2,0
889,1,0,26.0,0,0,1
890,3,0,32.0,0,0,0
